id,mol_weight,logp,tpsa,event_timestamp
13908,420.47300000000024,1.6206599999999998,103.10000000000001,2025-04-13 17:26:46.310647
13909,422.48900000000026,1.5641599999999996,95.14000000000001,2025-04-13 17:26:46.310647
13910,434.5000000000002,2.01076,103.10000000000001,2025-04-13 17:26:46.310647
13911,436.51600000000025,1.9542599999999997,95.14000000000001,2025-04-13 17:26:46.310647
13912,446.5110000000002,2.4321600000000005,110.2,2025-04-13 17:26:46.310647
13913,446.55500000000035,3.168820000000001,110.02,2025-04-13 17:26:46.310647
13914,447.58300000000025,3.6010200000000028,63.49000000000001,2025-04-13 17:26:46.310647
13915,425.4890000000004,1.3859199999999998,97.75000000000001,2025-04-13 17:26:46.310647
13916,440.52500000000015,2.9262400000000017,94.51,2025-04-13 17:26:46.310647
13917,410.4490000000002,2.908520000000001,69.48,2025-04-13 17:26:46.310647
